date,store_id,product_id,scenario_name,baseline_forecast_units,scenario_forecast_units,baseline_forecast_sales,scenario_forecast_sales,forecast_variance_units,forecast_variance_sales,holiday_flag,holiday_name,event_type,event_window,trading_status,closure_flag,reduced_trading_flag,disruption_flag
2026-01-23,S001,P002,Event-adjusted scenario,522,531,1670.4,1699.2,9,28.8,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P003,Event-adjusted scenario,358,358,1969.0,1969.0,0,0.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P004,Event-adjusted scenario,224,220,896.0,880.0,-4,-16.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P005,Event-adjusted scenario,112,107,952.0,909.5,-5,-42.5,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P006,Event-adjusted scenario,349,404,2094.0,2424.0,55,330.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P007,Event-adjusted scenario,405,487,3037.5,3652.5,82,615.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P008,Event-adjusted scenario,231,230,877.8,874.0,-1,-3.8,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P009,Event-adjusted scenario,188,161,2068.0,1771.0,-27,-297.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S001,P010,Event-adjusted scenario,308,333,862.4,932.4,25,70.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P001,Event-adjusted scenario,539,650,1293.6,1560.0,111,266.4,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P002,Event-adjusted scenario,455,538,1456.0,1721.6,83,265.6,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P003,Event-adjusted scenario,311,372,1710.5,2046.0,61,335.5,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P004,Event-adjusted scenario,197,229,788.0,916.0,32,128.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P005,Event-adjusted scenario,97,100,824.5,850.0,3,25.5,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P006,Event-adjusted scenario,302,400,1812.0,2400.0,98,588.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P007,Event-adjusted scenario,348,479,2610.0,3592.5,131,982.5,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P008,Event-adjusted scenario,198,282,752.4,1071.6,84,319.2,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P009,Event-adjusted scenario,165,194,1815.0,2134.0,29,319.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S002,P010,Event-adjusted scenario,268,379,750.4,1061.2,111,310.8,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P001,Event-adjusted scenario,431,490,1034.4,1176.0,59,141.6,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P002,Event-adjusted scenario,364,406,1164.8,1299.2,42,134.4,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P003,Event-adjusted scenario,248,282,1364.0,1551.0,34,187.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P004,Event-adjusted scenario,156,195,624.0,780.0,39,156.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P005,Event-adjusted scenario,77,85,654.5,722.5,8,68.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P006,Event-adjusted scenario,242,347,1452.0,2082.0,105,630.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P007,Event-adjusted scenario,283,419,2122.5,3142.5,136,1020.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P008,Event-adjusted scenario,159,176,604.2,668.8,17,64.6,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P009,Event-adjusted scenario,132,157,1452.0,1727.0,25,275.0,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-23,S003,P010,Event-adjusted scenario,215,264,602.0,739.2,49,137.2,1,Australia Day Long Weekend,long_weekend,pre_long_weekend_stock_up,normal,0,0,0
2026-01-24,S001,P001,Event-adjusted scenario,642,451,1540.8,1082.4,-191,-458.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P002,Event-adjusted scenario,558,413,1785.6,1321.6,-145,-464.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P003,Event-adjusted scenario,369,255,2029.5,1402.5,-114,-627.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P004,Event-adjusted scenario,235,184,940.0,736.0,-51,-204.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P005,Event-adjusted scenario,120,91,1020.0,773.5,-29,-246.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P006,Event-adjusted scenario,374,300,2244.0,1800.0,-74,-444.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P007,Event-adjusted scenario,445,394,3337.5,2955.0,-51,-382.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P008,Event-adjusted scenario,243,162,923.4,615.6,-81,-307.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P009,Event-adjusted scenario,194,142,2134.0,1562.0,-52,-572.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S001,P010,Event-adjusted scenario,320,225,896.0,630.0,-95,-266.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P001,Event-adjusted scenario,557,621,1336.8,1490.4,64,153.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P002,Event-adjusted scenario,486,575,1555.2,1840.0,89,284.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P003,Event-adjusted scenario,321,358,1765.5,1969.0,37,203.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P004,Event-adjusted scenario,207,206,828.0,824.0,-1,-4.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P005,Event-adjusted scenario,103,109,875.5,926.5,6,51.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P006,Event-adjusted scenario,323,412,1938.0,2472.0,89,534.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P007,Event-adjusted scenario,382,461,2865.0,3457.5,79,592.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P008,Event-adjusted scenario,209,265,794.2,1007.0,56,212.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P009,Event-adjusted scenario,170,171,1870.0,1881.0,1,11.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S002,P010,Event-adjusted scenario,278,375,778.4,1050.0,97,271.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P001,Event-adjusted scenario,446,472,1070.4,1132.8,26,62.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P002,Event-adjusted scenario,388,420,1241.6,1344.0,32,102.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P003,Event-adjusted scenario,256,272,1408.0,1496.0,16,88.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P004,Event-adjusted scenario,164,187,656.0,748.0,23,92.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P005,Event-adjusted scenario,82,91,697.0,773.5,9,76.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P006,Event-adjusted scenario,259,319,1554.0,1914.0,60,360.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P007,Event-adjusted scenario,311,382,2332.5,2865.0,71,532.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P008,Event-adjusted scenario,168,174,638.4,661.2,6,22.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P009,Event-adjusted scenario,135,140,1485.0,1540.0,5,55.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-24,S003,P010,Event-adjusted scenario,224,249,627.2,697.2,25,70.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P001,Event-adjusted scenario,614,438,1473.6,1051.2,-176,-422.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P002,Event-adjusted scenario,512,347,1638.4,1110.4,-165,-528.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P003,Event-adjusted scenario,354,243,1947.0,1336.5,-111,-610.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P004,Event-adjusted scenario,218,172,872.0,688.0,-46,-184.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P005,Event-adjusted scenario,110,81,935.0,688.5,-29,-246.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P006,Event-adjusted scenario,336,272,2016.0,1632.0,-64,-384.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P007,Event-adjusted scenario,388,337,2910.0,2527.5,-51,-382.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P008,Event-adjusted scenario,232,170,881.6,646.0,-62,-235.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P009,Event-adjusted scenario,187,128,2057.0,1408.0,-59,-649.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S001,P010,Event-adjusted scenario,299,202,837.2,565.6,-97,-271.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P001,Event-adjusted scenario,533,605,1279.2,1452.0,72,172.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P002,Event-adjusted scenario,445,496,1424.0,1587.2,51,163.2,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P003,Event-adjusted scenario,308,356,1694.0,1958.0,48,264.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P004,Event-adjusted scenario,192,188,768.0,752.0,-4,-16.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P005,Event-adjusted scenario,95,123,807.5,1045.5,28,238.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P006,Event-adjusted scenario,290,367,1740.0,2202.0,77,462.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P007,Event-adjusted scenario,333,446,2497.5,3345.0,113,847.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P008,Event-adjusted scenario,199,242,756.2,919.6,43,163.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P009,Event-adjusted scenario,164,198,1804.0,2178.0,34,374.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S002,P010,Event-adjusted scenario,260,337,728.0,943.6,77,215.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P001,Event-adjusted scenario,426,429,1022.4,1029.6,3,7.2,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P002,Event-adjusted scenario,356,371,1139.2,1187.2,15,48.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P003,Event-adjusted scenario,246,260,1353.0,1430.0,14,77.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P004,Event-adjusted scenario,152,170,608.0,680.0,18,72.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P005,Event-adjusted scenario,75,87,637.5,739.5,12,102.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P006,Event-adjusted scenario,233,253,1398.0,1518.0,20,120.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P007,Event-adjusted scenario,271,334,2032.5,2505.0,63,472.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P008,Event-adjusted scenario,160,157,608.0,596.6,-3,-11.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P009,Event-adjusted scenario,131,134,1441.0,1474.0,3,33.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-25,S003,P010,Event-adjusted scenario,209,212,585.2,593.6,3,8.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P001,Event-adjusted scenario,582,403,1396.8,967.2,-179,-429.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P002,Event-adjusted scenario,469,322,1500.8,1030.4,-147,-470.4,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P003,Event-adjusted scenario,335,232,1842.5,1276.0,-103,-566.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P004,Event-adjusted scenario,206,165,824.0,660.0,-41,-164.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P005,Event-adjusted scenario,99,67,841.5,569.5,-32,-272.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P006,Event-adjusted scenario,308,291,1848.0,1746.0,-17,-102.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P007,Event-adjusted scenario,344,308,2580.0,2310.0,-36,-270.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P008,Event-adjusted scenario,219,159,832.2,604.2,-60,-228.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P009,Event-adjusted scenario,179,120,1969.0,1320.0,-59,-649.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S001,P010,Event-adjusted scenario,279,208,781.2,582.4,-71,-198.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P001,Event-adjusted scenario,505,562,1212.0,1348.8,57,136.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P002,Event-adjusted scenario,408,471,1305.6,1507.2,63,201.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P003,Event-adjusted scenario,291,361,1600.5,1985.5,70,385.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P004,Event-adjusted scenario,181,195,724.0,780.0,14,56.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P005,Event-adjusted scenario,85,112,722.5,952.0,27,229.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P006,Event-adjusted scenario,266,309,1596.0,1854.0,43,258.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P007,Event-adjusted scenario,295,388,2212.5,2910.0,93,697.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P008,Event-adjusted scenario,188,239,714.4,908.2,51,193.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P009,Event-adjusted scenario,157,170,1727.0,1870.0,13,143.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S002,P010,Event-adjusted scenario,243,329,680.4,921.2,86,240.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P001,Event-adjusted scenario,404,433,969.6,1039.2,29,69.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P002,Event-adjusted scenario,327,348,1046.4,1113.6,21,67.2,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P003,Event-adjusted scenario,233,256,1281.5,1408.0,23,126.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P004,Event-adjusted scenario,144,169,576.0,676.0,25,100.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P005,Event-adjusted scenario,68,79,578.0,671.5,11,93.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P006,Event-adjusted scenario,214,217,1284.0,1302.0,3,18.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P007,Event-adjusted scenario,240,279,1800.0,2092.5,39,292.5,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P008,Event-adjusted scenario,151,153,573.8,581.4,2,7.6,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P009,Event-adjusted scenario,125,131,1375.0,1441.0,6,66.0,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-26,S003,P010,Event-adjusted scenario,195,226,546.0,632.8,31,86.8,1,Australia Day Long Weekend,long_weekend,long_weekend,normal,0,0,0
2026-01-27,S001,P001,Event-adjusted scenario,591,561,1418.4,1346.4,-30,-72.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P002,Event-adjusted scenario,479,426,1532.8,1363.2,-53,-169.6,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P003,Event-adjusted scenario,341,323,1875.5,1776.5,-18,-99.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P004,Event-adjusted scenario,210,199,840.0,796.0,-11,-44.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P005,Event-adjusted scenario,103,100,875.5,850.0,-3,-25.5,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P006,Event-adjusted scenario,316,274,1896.0,1644.0,-42,-252.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P007,Event-adjusted scenario,355,329,2662.5,2467.5,-26,-195.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P008,Event-adjusted scenario,220,222,836.0,843.6,2,7.6,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P009,Event-adjusted scenario,182,179,2002.0,1969.0,-3,-33.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S001,P010,Event-adjusted scenario,288,240,806.4,672.0,-48,-134.4,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P001,Event-adjusted scenario,513,490,1231.2,1176.0,-23,-55.2,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P002,Event-adjusted scenario,417,389,1334.4,1244.8,-28,-89.6,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P003,Event-adjusted scenario,296,294,1628.0,1617.0,-2,-11.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P004,Event-adjusted scenario,185,152,740.0,608.0,-33,-132.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P005,Event-adjusted scenario,89,74,756.5,629.0,-15,-127.5,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P006,Event-adjusted scenario,273,278,1638.0,1668.0,5,30.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P007,Event-adjusted scenario,305,300,2287.5,2250.0,-5,-37.5,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P008,Event-adjusted scenario,189,180,718.2,684.0,-9,-34.2,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P009,Event-adjusted scenario,160,152,1760.0,1672.0,-8,-88.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S002,P010,Event-adjusted scenario,250,225,700.0,630.0,-25,-70.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P001,Event-adjusted scenario,410,389,984.0,933.6,-21,-50.4,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P002,Event-adjusted scenario,333,302,1065.6,966.4,-31,-99.2,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P003,Event-adjusted scenario,236,215,1298.0,1182.5,-21,-115.5,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P004,Event-adjusted scenario,146,129,584.0,516.0,-17,-68.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P005,Event-adjusted scenario,71,63,603.5,535.5,-8,-68.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P006,Event-adjusted scenario,219,198,1314.0,1188.0,-21,-126.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P007,Event-adjusted scenario,248,236,1860.0,1770.0,-12,-90.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P008,Event-adjusted scenario,152,140,577.6,532.0,-12,-45.6,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P009,Event-adjusted scenario,127,134,1397.0,1474.0,7,77.0,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-27,S003,P010,Event-adjusted scenario,201,165,562.8,462.0,-36,-100.8,1,Australia Day Long Weekend,long_weekend,post_long_weekend,normal,0,0,0
2026-01-28,S001,P001,Event-adjusted scenario,598,595,1435.2,1428.0,-3,-7.2,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P002,Event-adjusted scenario,490,483,1568.0,1545.6,-7,-22.4,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P003,Event-adjusted scenario,343,359,1886.5,1974.5,16,88.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P004,Event-adjusted scenario,212,215,848.0,860.0,3,12.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P005,Event-adjusted scenario,104,112,884.0,952.0,8,68.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P006,Event-adjusted scenario,325,291,1950.0,1746.0,-34,-204.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P007,Event-adjusted scenario,364,370,2730.0,2775.0,6,45.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P008,Event-adjusted scenario,222,233,843.6,885.4,11,41.8,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P009,Event-adjusted scenario,184,185,2024.0,2035.0,1,11.0,0,None,none,normal,normal,0,0,0
2026-01-28,S001,P010,Event-adjusted scenario,288,308,806.4,862.4,20,56.0,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P001,Event-adjusted scenario,519,512,1245.6,1228.8,-7,-16.8,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P002,Event-adjusted scenario,426,444,1363.2,1420.8,18,57.6,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P003,Event-adjusted scenario,298,321,1639.0,1765.5,23,126.5,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P004,Event-adjusted scenario,187,183,748.0,732.0,-4,-16.0,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P005,Event-adjusted scenario,90,87,765.0,739.5,-3,-25.5,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P006,Event-adjusted scenario,281,310,1686.0,1860.0,29,174.0,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P007,Event-adjusted scenario,313,345,2347.5,2587.5,32,240.0,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P008,Event-adjusted scenario,191,185,725.8,703.0,-6,-22.8,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P009,Event-adjusted scenario,161,158,1771.0,1738.0,-3,-33.0,0,None,none,normal,normal,0,0,0
2026-01-28,S002,P010,Event-adjusted scenario,250,246,700.0,688.8,-4,-11.2,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P001,Event-adjusted scenario,415,401,996.0,962.4,-14,-33.6,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P002,Event-adjusted scenario,341,331,1091.2,1059.2,-10,-32.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P003,Event-adjusted scenario,238,230,1309.0,1265.0,-8,-44.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P004,Event-adjusted scenario,148,142,592.0,568.0,-6,-24.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P005,Event-adjusted scenario,71,71,603.5,603.5,0,0.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P006,Event-adjusted scenario,226,229,1356.0,1374.0,3,18.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P007,Event-adjusted scenario,254,280,1905.0,2100.0,26,195.0,0,None,none,normal,normal,0,0,0
2026-01-28,S003,P008,Event-adjusted scenario,153,144,581.4,547.2,-9,-34.2,0,None,none,normal,normal,0,0,0
